127.0.0.1 - - [08/Apr/2019:09:34:17 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:03 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8866
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:03 +0530] "GET /EEWQ/NSBM.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:03 +0530] "GET /EEWQ/IIT.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/Stanford.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/Mit.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/Colom.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/Peradeniya.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/pricet.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/Colombo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/anna.jpg HTTP/1.1" 200 308088
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:04 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:05 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:05 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:14:05 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
127.0.0.1 - - [08/Apr/2019:10:17:38 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:17:41 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:20:29 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:28 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:30 +0530] "GET /EEWQ/WSO2.png HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:30 +0530] "GET /EEWQ/sys.png HTTP/1.1" 200 10272
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /EEWQ/99x.png HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /EEWQ/pear.png HTTP/1.1" 200 18605
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /EEWQ/micro.png HTTP/1.1" 200 2448
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /EEWQ/oracle.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /EEWQ/ifs.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:22:31 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
127.0.0.1 - - [08/Apr/2019:10:23:24 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:24:46 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /EEWQ/WSO2.png HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:25:22 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
127.0.0.1 - - [08/Apr/2019:10:26:02 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8704
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/WSO2.png HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/sys.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/99x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/ifs.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/oracle.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/pear.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /EEWQ/micro.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:29:29 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
127.0.0.1 - - [08/Apr/2019:10:29:54 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:07 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8704
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:08 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:08 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:08 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:08 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:30:08 +0530] "GET /EEWQ/WS02.png HTTP/1.1" 200 25548
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:24 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8709
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:25 +0530] "GET /EEWQ/enbala.png HTTP/1.1" 200 15202
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:25 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:25 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:25 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:32:25 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/WS02.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/pear.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/enbala.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/micro.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/goog.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/oracle.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/sys.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:56 +0530] "GET /EEWQ/99x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:57 +0530] "GET /EEWQ/ifs.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:57 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:57 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:33:57 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /EEWQ/goog.png HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /EEWQ/enbala.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:35:14 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
127.0.0.1 - - [08/Apr/2019:10:41:39 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:43:49 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:43:49 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:44:00 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:45:09 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:47:51 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:54 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7260
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:54 +0530] "GET /EEWQ/uni.png HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:54 +0530] "GET /EEWQ/syd6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:55 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:55 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:50:55 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:12 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7260
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:13 +0530] "GET /EEWQ/uni.png HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:13 +0530] "GET /EEWQ/syd6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:13 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:13 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:14 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:38 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7260
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:38 +0530] "GET /EEWQ/uni.jpg HTTP/1.1" 200 13677
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:38 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:38 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:51:38 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:10:53:43 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:53:58 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:54:41 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:54:47 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7261
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:54:48 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 200 447843
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:54:48 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:54:48 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:54:48 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:02 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7265
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:02 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:02 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:02 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:02 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:03 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 200 60069
127.0.0.1 - - [08/Apr/2019:10:56:40 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7267
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /EEWQ/EVENTS.jpg HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:56:58 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:10:57:10 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:10 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:10:57:15 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7267
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /EEWQ/EVENTS.jpg HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:57:24 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7267
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:58:18 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 200 1318248
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:09 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7296
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:10 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:10:59:13 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:27 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7296
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:27 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:27 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:27 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:27 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7324
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:59:52 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:11:00:31 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:34 +0530] "GET /EEWQ/University.jsp HTTP/1.1" 200 7356
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /EEWQ/uni2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /EEWQ/research.jpg HTTP/1.1" 200 69889
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:00:35 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:11:01:15 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:11:03:39 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:11:04:37 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:11:05:09 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:24 +0530] "GET /EEWQ/blog.jsp HTTP/1.1" 200 7223
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:25 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/blog.jsp HTTP/1.1" 200 7223
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:34 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:35 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:35 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:35 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:35 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
